"region","code_iso3","country_name","city","measure_year","measure_pm25_ug_m3","measure_pm10_ug_m3","measure_no2_ug_m3","pm25_temporal_coverage","pm10_temporal_coverage","no2_temporal_coverage","source","monitoring_station_number","database_version","status"
"European Region","ESP","Spain","Congosto",2018,NA,13.73,7.09,NA,NA,99.36073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Congosto",2019,NA,10.73,6.15,NA,NA,97.7283105,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Cuadros",2017,NA,13.4,9.38,NA,NA,98.92694064,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Cuadros",2018,NA,10.43,11,NA,NA,99.40639269,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Cuadros",2019,NA,9.59,9.22,NA,NA,99.29223744,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Cuenca",2017,NA,29.06,22.88,NA,NA,99.36073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Cuenca",2018,NA,27.47,24.5,NA,NA,94.8630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Cuenca",2019,NA,24.57,33.65,NA,NA,95.99315068,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Donostia",2017,8.54,16.54,22.9,NA,NA,97.38584475,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Donostia",2018,8.91,15.47,21.56,NA,NA,92.24505327,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Donostia",2019,8.41,18.31,21.64,NA,NA,99.61187215,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Dumbria",2017,NA,12.2,5.34,NA,NA,99.18949772,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Dumbria",2018,NA,11.9,3.74,NA,NA,96.86073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Dumbria",2019,NA,13.9,3.48,NA,NA,94.53196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Durango",2017,NA,16.25,24.49,NA,NA,95.15981735,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Durango",2018,8.38,17.21,23.41,NA,NA,97.32876712,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Durango",2019,7.69,16.86,21.11,NA,NA,97.53424658,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Eivissa",2017,NA,19.71,13.39,NA,NA,91.33561644,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Eivissa",2018,NA,20.58,14.12,NA,NA,98.30479452,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Eivissa",2019,NA,24.65,15.32,NA,NA,98.28196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Brull",2017,9.81,12.4,3.62,NA,NA,96.71232877,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Brull",2018,NA,12.12,2.59,NA,NA,97.89954338,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Ejido",2017,NA,27.13,19.19,NA,NA,99.26940639,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Ejido",2018,NA,29.99,16.95,NA,NA,98.55022831,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Ejido",2019,NA,27.56,17.71,NA,NA,99.17808219,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Grao De Castellon",2019,18.46,25.65,14.68,NA,NA,92.10045662,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Maillo",2017,NA,19.75,1.68,NA,NA,98.23059361,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Maillo",2019,NA,16.84,1.62,NA,NA,99.36073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Medano",2017,12.05,29.38,15.11,NA,NA,96.40410959,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Medano",2018,8.74,19.25,15.34,NA,NA,98.81278539,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Medano",2019,8.84,26.47,14.52,NA,NA,99.14383562,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Rio",2017,11.08,29.7,4.36,NA,NA,96.47260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Rio",2018,8.08,19.3,4.47,NA,NA,98.71004566,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","El Rio",2019,8.95,22.11,6.94,NA,NA,99.01826484,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Elche",2017,NA,20,18,NA,NA,96.47260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Elda",2017,10.88,16.25,10.25,NA,NA,97.47716895,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Elda",2018,10.16,14.26,8.63,NA,NA,99.18949772,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Elda",2019,9.78,14.57,5.9,NA,NA,98.47031963,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Els Torms",2017,7.07,12,3.38,NA,NA,97.75114155,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Els Torms",2018,6.73,11.63,3.42,NA,NA,98.88127854,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Els Torms",2019,7.56,12.54,2.34,NA,NA,98.55022831,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Eltziego",2017,NA,11.71,5.71,NA,NA,98.61872146,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Eltziego",2018,NA,10.61,5.26,NA,NA,99.39497717,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Eltziego",2019,NA,11.24,4.76,NA,NA,97.12328767,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Erandio",2017,10.68,19.77,28.38,NA,NA,99.06392694,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Erandio",2018,9.07,16.45,25.77,NA,NA,98.17351598,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Erandio",2019,8.88,16.44,24.62,NA,NA,95.65068493,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Ferrol",2017,8.7,18.83,11.89,NA,NA,96.33561644,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Ferrol",2018,8.12,16.33,10.23,NA,NA,98.6130137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Ferrol",2019,7.93,15.61,11.07,NA,NA,97.043379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Fortelasa De Isabel Ii",2017,6.1,16.12,3.34,NA,NA,94.47488584,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Fortelasa De Isabel Ii",2018,5.76,15.89,3.57,NA,NA,95.49086758,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Fortelasa De Isabel Ii",2019,5.36,17.37,3.19,NA,NA,96.86073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Foz Calanda",2017,5.24,11.03,4.26,NA,NA,97.67123288,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Foz Calanda",2018,4.08,7.98,3.89,NA,NA,81.63242009,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Foz Calanda",2019,5.11,9.2,3.83,NA,NA,93.85844749,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Fuenlabrada",2017,NA,21.28,35.71,NA,NA,98.44748858,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Fuenlabrada",2018,NA,19.52,33.87,NA,NA,98.83561644,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Fuenlabrada",2019,NA,19.13,32.77,NA,NA,98.80136986,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Galilea",2017,8.18,16.33,5.47,NA,NA,99.23515982,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Galilea",2018,7.91,14.52,5.08,NA,NA,98.61872146,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Galilea",2019,7.93,14.37,5.91,NA,NA,99.04109589,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gallarta",2017,NA,11.82,21.83,NA,NA,99.25799087,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gallarta",2018,NA,9.33,17.94,NA,NA,95.11415525,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gallarta",2019,NA,12.42,16.54,NA,NA,99.17808219,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gandia",2017,NA,16.31,18.77,NA,NA,96.48401826,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gandia",2018,NA,14.5,14.33,NA,NA,98.31050228,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gandia",2019,NA,15.85,10.78,NA,NA,97.76255708,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Getafe",2017,NA,24.95,42.45,NA,NA,98.58447489,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Getafe",2018,NA,17.85,33.37,NA,NA,98.47031963,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Getafe",2019,11.76,22.47,33.15,NA,NA,97.97945205,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gijon",2017,10.77,23.99,25.05,NA,NA,98.74657534,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gijon",2018,10.29,25.24,24.49,NA,NA,99.20319635,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Gijon",2019,11,22.75,23.4,NA,NA,98.71004566,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Granollers",2017,NA,29.89,40.39,NA,NA,99.26940639,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Granollers",2018,NA,26.95,33.38,NA,NA,95.68493151,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Granollers",2019,NA,28.14,34.55,NA,NA,94.65753425,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guadalajara",2017,NA,31.25,22.47,NA,NA,99.09817352,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guadalajara",2018,NA,29.47,20.13,NA,NA,97.62557078,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guadalajara",2019,NA,26.68,14.31,NA,NA,94.8630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guadalix De La Sierra",2017,NA,18.85,12.36,NA,NA,98.53881279,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guadalix De La Sierra",2018,NA,13.3,10.85,NA,NA,98.82420091,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guadalix De La Sierra",2019,NA,12.86,11.17,NA,NA,98.91552511,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guardo",2017,NA,19.95,8.84,NA,NA,99.18949772,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guardo",2018,NA,14.76,8.62,NA,NA,96.91780822,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guardo",2019,NA,11.64,8.22,NA,NA,99.17808219,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Guillena",2019,NA,17.5,8.07,NA,NA,94.10958904,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Hernani",2017,NA,17.23,25.28,NA,NA,98.07077626,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Huelva",2017,NA,25.77,16.15,NA,NA,94.86872146,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Huelva",2018,NA,24.83,7.78,NA,NA,87.15753425,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Huelva",2019,NA,23.22,14.83,NA,NA,94.1466895,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Huesca",2017,9.13,14.68,16.35,NA,NA,95.11415525,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Huesca",2018,7.77,12.29,14.08,NA,NA,99.07534247,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Huesca",2019,9.55,14.18,16.24,NA,NA,97.56849315,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Igueste De Candelaria",2017,7.8,28.8,14.8,NA,NA,96.6152968,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Igueste De Candelaria",2018,9.15,24.88,10.94,NA,NA,99.59474886,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Igueste De Candelaria",2019,8.23,24.56,10.42,NA,NA,99.56050229,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Illescas",2017,NA,30.64,25.66,NA,NA,99.56621005,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Illescas",2018,NA,28.52,21.03,NA,NA,94.46347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Illescas",2019,NA,30.8,15.91,NA,NA,91.24429224,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Jerez De La Frontera",2017,NA,30.26,13.69,NA,NA,95.86187215,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Jerez De La Frontera",2018,NA,24.25,11.44,NA,NA,96.37557078,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Jerez De La Frontera",2019,NA,22.59,10.08,NA,NA,95.83333334,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","L'alcora",2017,7.45,25.08,14.37,NA,NA,97.30593607,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","L'alcora",2018,8.41,25.22,16.48,NA,NA,94.39497717,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","L'alcora",2019,6.53,29.2,18.69,NA,NA,99.48630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","L'hospitalet De Llobregat",2017,NA,26.55,36.2,NA,NA,97.55707763,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","L'hospitalet De Llobregat",2018,NA,25.13,36.17,NA,NA,93.03652968,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","L'hospitalet De Llobregat",2019,NA,21.52,33.33,NA,NA,99.22374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Aljorra",2017,NA,27.95,20.25,NA,NA,81.00456621,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Aljorra",2018,NA,24.92,13.77,NA,NA,86.15296804,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Aljorra",2019,NA,26.46,14.32,NA,NA,89.89726027,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Magina",2017,NA,26.62,24.24,NA,NA,94.48630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Magina",2018,NA,25.72,20.24,NA,NA,91.47260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Magina",2019,NA,25.64,21.98,NA,NA,92.43150685,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Rapita",2017,NA,19.57,16.61,NA,NA,92.35159817,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Rapita",2018,NA,18.19,13.62,NA,NA,93.18493151,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Rapita",2019,NA,19.76,14.91,NA,NA,81.71232877,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Robla",2017,NA,19.94,7.79,NA,NA,95.19406393,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Robla",2018,NA,14.92,7.16,NA,NA,99.33789954,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","La Robla",2019,NA,14.54,6.75,NA,NA,99.12100457,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Lalastra",2017,5.29,9.34,3.08,NA,NA,85.1826484,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Lalastra",2018,5.5,11.17,3.26,NA,NA,97.956621,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Lalastra",2019,5.34,8.51,2.34,NA,NA,98.25342466,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ESP","Spain","Langreo",2017,17.11,23.95,14.04,NA,NA,99.02968037,"European Environment Agency (downloaded in 2021)",NA,2022,NA
